handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_f0f11c8e-c6c1-c9d3-5d63-98b5f4ca0b1e,Product,Cobra Artist Oil Colour Permanent Orange 40 ML,,bee945_5cc51407c955408f921f555880208557~mv2.png;bee945_97bc6dedc56b44c1a09a7e24fa2fb64c~mv2.png;bee945_e2abb33d12bc414dab5ee777ef90da8f~mv2.png,COBRA,TA21052660,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ea7c1856-31d1-a0b6-6213-b282a7c5af12,Product,Cobra Artist Oil Colour Transparent Oxide Yellow 40ML,,bee945_32aa4768249343958203247d754cf628~mv2.png;bee945_dc8ef79a557b40e581e20adccb2146ab~mv2.png;bee945_bfeba6b0eacf4afab73e24914bdbb917~mv2.png,COBRA,TA21052650,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d00d3b31-eafa-a9e1-8af2-969f50b236ae,Product,Cobra Artist Oil Colour Indian Yellow 40ML,,bee945_9335aff5db1c465c9720fcbc10333cfd~mv2.png;bee945_8012ac717fba4530976f43b8ead5d11b~mv2.png;bee945_8e90ba386ecc4b62aa9e65163c60d046~mv2.png,COBRA,TA21052440,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ad21dcf3-e405-7d12-2e16-841ae1e038d3,Product,Cobra Artist Oil Colour Raw Sienna 40ML,,bee945_2df171b2a6ee47d78bdeacc528a03234~mv2.png;bee945_a4c0bb857c534df0965303c264ed0ea0~mv2.png;bee945_d7bb1feb17e34d1488013f730619b54f~mv2.png,COBRA,TA21052340,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8f4be0cf-30b0-9ed4-274e-17f543c94584,Product,Cobra Artist Oil Colour Yellow Ochre 40ML,,bee945_27a105055e134f25a22d1642f77a4534~mv2.png;bee945_66b3a96407774b569b1ceaa38ba04cd8~mv2.png;bee945_0f80d2a8a8ba4b86b8f5f588ad2a2349~mv2.png,COBRA,TA21052270,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_becb6e2b-4764-e0db-a6d2-44d3c29c4ca5,Product,Cobra Artist Oil Colour Naples Yellow Red 40ML,,bee945_f19affbd94894da3bc014264f2189d42~mv2.png;bee945_8758e7c6a12a4b01ae853662b2343831~mv2.png;bee945_1c95f3bdfc6043e19767f951fd9d6d60~mv2.png,COBRA,TA21052240,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a67b6225-c36a-1004-c480-dfb2336443f6,Product,Cobra Artist Oil Colour Cadmium Yellow Deep 40ML,,bee945_69fd9a6acc2d4410ba0f3f2e7d6ccc5b~mv2.png;bee945_2560093a5cb249788a042be7d27d8591~mv2.png;bee945_8cd07e34298a4bd0acd7605c4596b36b~mv2.png,COBRA,TA21052100,,9.23,,true,PERCENT,0.0,6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_97f9c5ed-89b0-05e3-627e-0f38a77e1ece,Product,Cobra Artist Oil Colour Cadmium Yellow Lemon 40ML,,bee945_8212eb6405224412a6376a732ff268a6~mv2.png;bee945_97e4dc765ff145cca29638609fc628ed~mv2.png;bee945_a9f97370c1894bf59f2f231aaad96e17~mv2.png,COBRA,TA21052070,,9.23,,true,PERCENT,0.0,6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_daa7cd16-72a4-02df-572e-634a80b778e6,Product,Cobra Artist Oil Colour Royal Orange 40ML,,,COBRA,TA21052980,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3227d994-b942-694f-572d-df5307a9ceea,Product,Cobra Artist Oil Colour Chartreuse 40ML,,bee945_5a7ee48c885f4697b1f7aa25675ad1f8~mv2.png;bee945_b85c5e01789b4c7ebb3f14e88462b128~mv2.png;bee945_4011d6b7ef8148269f582b968247e5a6~mv2.png,COBRA,TA21052330,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0ff9d7f9-745c-6b33-e6f2-ebb71fc056e1,Product,Cobra Artist Oil Colour Olive Green Yellow 40ML,,,COBRA,TA21056390,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f774fb30-bb59-cfaa-56a8-43350f4308ac,Product,Cobra Artist Oil Colour Ultramarine Violet 40ML,,bee945_786f39c442b9444f94e985f9841450f3~mv2.png;bee945_9d3e892f70a643d7a159e2947c8e1354~mv2.png;bee945_03afbf8143ba4b0e8b768f6a28b0686f~mv2.png,COBRA,TA21055070,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0783c66a-91cd-6b84-29a4-ca130909f26d,Product,Cobra Artist Oil Colour Transparent Red Ochre 40ML,,,COBRA,TA21054190,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2667a88b-e5a0-0fe1-505e-c21e3be897fd,Product,Cobra Artist Oil Colour Asphaltum 40ML,,bee945_05cc92aa394d4d648ddd1065c13eaca1~mv2.png;bee945_c6d64d97b30148959588a8155d9f2898~mv2.png;bee945_7cd9c4e3b84b4c75bc3dba1cc3cec2da~mv2.png,COBRA,TA21054140,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_15763055-e40d-c43d-df29-486344bc14d9,Product,Cobra Artist Oil Colour Permanent Red Light 40ML,,bee945_009d57bc5f5c490d9c1269b08a205cab~mv2.png;bee945_ec5b6aaaa12f436ab70ca66234d6e0a9~mv2.png;bee945_59406e1af167489e9b5d085c02778f0f~mv2.png,COBRA,TA21053700,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e27fb52f-da6b-3976-e745-5ae30d76f1b1,Product,Cobra Artist Oil Colour Quinared 40ML,,,COBRA,TA21053640,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ec8b77ea-91ee-f2a0-b3ad-3b190bf41166,Product,Cobra Artist Oil Colour Perm. Mad. Brown 40ML,,bee945_ee6ccbdb27f44b068ab07c89a4eec1c9~mv2.png;bee945_793ede1962ae49cdb6f9964ef670ff76~mv2.png;bee945_a364ed70459a42edbf3bd414ba0ce559~mv2.png,COBRA,TA21053240,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e0458509-e5eb-b87c-40eb-d078f5bfc7ed,Product,Cobra Artist Oil Colour Transparent Yellow Green 40ML,,bee945_a9867750d1544121b8fabbd0a9e99172~mv2.png;bee945_c6af9a0ecac34e668b39236518acfe4c~mv2.png;bee945_1c5b2e75250f4ddc8201c0bfe3e11fb8~mv2.png,COBRA,TA21052810,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9e14f391-ac02-910e-7c73-dce72ced0b8a,Product,Cobra Artist Oil Colour Yellow Ochre Light 40ML,,,COBRA,TA21052280,,4.79,,true,PERCENT,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de38de54-548a-7bfb-f7be-1031503e0b9a,Product,Cobra Artist Oil Colour Deep Gold 40ML,,bee945_4ff9ff5acd524a5bbe6243b7d88253c5~mv2.png;bee945_cf3cea6e987c4514ab6042963f0ebc4a~mv2.png;bee945_98f659ca1de8476dae2f45cfb56ded4d~mv2.png,COBRA,TA21058030,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_679205b8-bed1-cb05-4ac4-90e7a178aab5,Product,Cobra Artist Oil Colour Lamp Black 40ML,,bee945_5ace6fa5eb3441598abb58946cd42df9~mv2.png;bee945_503ae90c9f344022b869c4e669b79be7~mv2.png;bee945_99dee007d84b4461b8be00c1847d832a~mv2.png,COBRA,TA21057020,,4.27,,true,PERCENT,0.0,6,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0cf07dbb-e5f7-c078-568e-d7510ff4a934,Product,Cobra Artist Oil Colour Permanent Green Light 40ML,,bee945_7645726df6824ff4994bc11c1420f4bb~mv2.png;bee945_0096a4a95e38473e998e7d5602d3670e~mv2.png;bee945_7e8f550f987c44eea8818cda8d7a814a~mv2.png,COBRA,TA21056180,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9550ee56-d99c-a255-ed03-06d637ac937a,Product,Cobra Artist Oil Colour P.RED VIOL.LT 40ML,,bee945_a7923fbe493a407ca9d0ac49fc452dca~mv2.png;bee945_293aa4cd02144ca5a2aaa13ee24f245a~mv2.png;bee945_a76732c87c594d6d9d924e6ebe16eb7d~mv2.png,COBRA,TA21055770,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e7b057d0-3fbd-dae3-666c-8cc6cc0b34fd,Product,Cobra Artist Oil Colour Greyish Blue 40ML,,bee945_c50e8dd55cdb42febd05b77a31804468~mv2.png;bee945_cfd0c3a566e74331bd4f7fa831a18c2a~mv2.png;bee945_4ff52950ba644be6b060efd72f07a0c9~mv2.png,COBRA,TA21055620,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_867f62a1-014d-e52e-ac66-8029fb86bece,Product,Cobra Artist Oil Colour Ultramarine 40ML,,bee945_1e67883194504333a773870f53062f66~mv2.png;bee945_5148bcf053b34b62874ae7994451bbef~mv2.png;bee945_554ebf48581e4abeb5dc7f683d44f0f6~mv2.png,COBRA,TA21055040,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1cbeaaa9-7d95-e333-1ff0-54253a783212,Product,Cobra Artist Oil Colour Burnt Sienna 40ML,,bee945_0d0e20c737374372b6abb46714b9012c~mv2.png;bee945_ec1ec01817024a15b7958f0f732d9028~mv2.png;bee945_ea40ba2593d54ee6bfd82ff6905c8039~mv2.png,COBRA,TA21054110,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_577f6725-314d-43f7-caaf-32f8884e5963,Product,Cobra Artist Oil Colour Vandyke Brown 40ML,,bee945_6aa3d6fd392a4305ab25c444e496c277~mv2.png;bee945_f476cffa3a174d189f9601723653f010~mv2.png;bee945_a352e799c09142a6abd5b652202ef40f~mv2.png,COBRA,TA21054030,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e0f9232-ff1a-e811-5b5b-83605cb99357,Product,Cobra Artist Oil Colour Primary Magenta 40ML,,bee945_8de0256dfc8a45b6a8bad4aad1733023~mv2.png;bee945_92c7ca2d617444078fe78168da8b5214~mv2.png;bee945_b0b0a6d37fa0439392c0219d96a5cab2~mv2.png,COBRA,TA21053690,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_28559cf5-2d7b-c7ca-4069-40584f7dd438,Product,Cobra Artist Oil Colour Pyrrole Red Light 40ML,,bee945_a71f4534d406458aa52b901ae5665ff8~mv2.png;bee945_cb399b7d4858433f9b41277c534f0ba1~mv2.png;bee945_604a905cbeb64691a8dcc08ebb5b7246~mv2.png,COBRA,TA21053400,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_10c8d5a8-df16-df29-aeee-c3c44d4db184,Product,Cobra Artist Oil Colour Persian Rose 40ML,,bee945_bd0cadfe0c534f078ab92b96e04aebec~mv2.png;bee945_a9851825d2a348e08f397afc74556365~mv2.png;bee945_74b3ff073b6b470e9f6d89782bd09b5d~mv2.png,COBRA,TA21053300,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f3bc3cec-91e4-63d7-ee89-c2e04217a65c,Product,Cobra Artist Oil Colour Carmine 40ML,,bee945_41b4e3e4f7414951a1331b0ba9c99bcb~mv2.png;bee945_cbb45d1006e3472e865301d8c26d66dc~mv2.png;bee945_8b979f01014b4b05a77add96f16e36ff~mv2.png,COBRA,TA21053180,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4c1545fe-d4c2-d364-0b46-5f0ed86e8a6d,Product,Cobra Artist Oil Colour Cadmium Red Medium 40ML,,bee945_1a13c5a03a82467ba349ce2e6b0344cc~mv2.png;bee945_07f28df651f24267bdf534c1b82b08ac~mv2.png;bee945_923d9c01fd7241858e9473166bb68e88~mv2.png,COBRA,TA21053140,,9.23,,true,PERCENT,0.0,6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1288dbe0-1fba-b805-d13a-f40eaa04467e,Product,Cobra Artist Oil Colour Cadmium Red Deep 40ML,,bee945_07f732f257e049979f6031990a590a3b~mv2.png;bee945_1ce10b55b43243548b965da736abb199~mv2.png;bee945_a479a6f7fc6f40b68bc02815df3fd27f~mv2.png,COBRA,TA21053110,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8ab2eb38-2996-7eec-83bf-2cfc5ea25be5,Product,Cobra Artist Oil Colour Cadmium Red Deep 40ML,,bee945_82e7a00ff4664104a98dd05eb04fe301~mv2.png;bee945_daec844ec9f14ccebc3f8db18f2f976b~mv2.png;bee945_3ee7db0dde704215b2c0a3feb9b488d5~mv2.png,COBRA,TA21053060,,9.23,,true,PERCENT,0.0,6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85b5a584-4b33-61f6-0913-7af10fadffa9,Product,Cobra Artist Oil Colour Permanent Yellow Deep 40ML,,bee945_b1ed02a7b226420781c7409793bea547~mv2.png;bee945_867fd469707e4e13be36ecbd9ef66d70~mv2.png;bee945_a4073b62a26d47fe9b4e56d2a914cd0c~mv2.png,COBRA,TA21052850,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3d9aa7f5-63e6-0973-57ba-9ff54a429367,Product,Cobra Artist Oil Colour Cadmium Yellow Medium 40ML,,bee945_01199f71a73243b89c3a324dce74d217~mv2.png;bee945_81d418eb257740c993515ba4d871a686~mv2.png;bee945_1c8d04a4c0ab40a2b71c4e0ece5c7d71~mv2.png,COBRA,TA21052710,,9.23,,true,PERCENT,0.0,6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66f23b3d-dccf-1048-b80f-6b34105d3c99,Product,Cobra Artist Oil Colour Naples Yellow Light 40ML,,bee945_b99e951693cd438891acb9208e49cda9~mv2.png;bee945_13b570899f9a4caf88ebb43742717f87~mv2.png;bee945_2fa46dd5a2344c0e9f5978b8113038ad~mv2.png,COBRA,TA21052220,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f3ea611e-2001-9e4e-aec8-badcc6903e27,Product,Cobra Artist Oil Colour Zinc White 40ML,,bee945_6e337ee222fe40a3b4d7a1abdeb7ec20~mv2.png;bee945_f0ede0dcd25649f3b8f8b65abccd9461~mv2.png;bee945_8dcbff3958f2466cb81d09616658ef96~mv2.png,COBRA,TA21051040,,4.27,,true,PERCENT,0.0,6,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e497528-a5fd-40b0-2908-4ecaa56059a2,Product,Cobra Artist Oil Colour Titanium White 40ML,,bee945_f1ddccbf820448d6865ffa91f3a5889e~mv2.png;bee945_9d603a27b4c5482da71a79300275eefc~mv2.png;bee945_6b13d70f241d4d7aad5e9fac36dcbe97~mv2.png,COBRA,TA21051050,,4.27,,true,PERCENT,0.0,6,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14984048-69bf-b7af-6afc-25d9bcb48482,Product,Cobra Artist Oil Colour Olive Green 40ML,,bee945_213d090d81184ffb8b2fc6db3141cda6~mv2.png;bee945_cb4cf870255c4305b6061640a52ad782~mv2.png;bee945_506a817e8dda49d79a35c19f6619be9b~mv2.png,COBRA,TA21056200,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d099596-4dee-dfa2-45af-daaa58baa8cd,Product,Cobra Artist Oil Colour Permanent Green Deep 40ML,,bee945_1553235a37434975b945ec658f6ede9a~mv2.png;bee945_3df4dc5e00994fbcac17fcdf949610dd~mv2.png;bee945_f664797cb49948e7a5b7b466162bce68~mv2.png,COBRA,TA21056190,,6.15,,true,PERCENT,0.0,6,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1ba7844d-efb7-b254-44c2-9e8ca0119591,Product,Cobra Artist Oil Colour Emerald Green 40ML,,bee945_c849d84679af4620a392aff1f89f1cda~mv2.png;bee945_acf64281a18e410f9542c6e4804a9676~mv2.png;bee945_3039e642f7d949418fe4d34a32578b22~mv2.png,COBRA,TA21056150,,4.79,,true,PERCENT,0.0,6,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
